DRUG,CYP****,RELATION,SPECIES,DATABASE,REFERENCES,OTHER INTERACTIONS,DRUG INFO
Entacapone , 1A2,inhibitor ,,SuperCYP,show reference,show interactions,show drug info
Epinephrin , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Epinephrine , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Ergotamine , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Erythromycin , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Erythromycin , 1A2,substrate ,,SuperCYP,show reference,show interactions,show drug info
Erythromycin , 1A2,inhibitor ,,SuperCYP,show reference,show interactions,show drug info
Estradiol , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Estriol , 1A2,inhibitor ,,SuperCYP,show reference,show interactions,show drug info
Estrone , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Estrone , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Estrone , 1A2,substrate ,mouse ,SuperCYP,show reference,show interactions,show drug info
Ethanol , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Ethinylestradiol , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Ethinylestradiol , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Etoposide , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Etoposide , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Etoricoxib , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Fenbendazole , 1A2,inducer ,rat ,SuperCYP,show reference,show interactions,show drug info
Flecainide , 1A2,substrate ,,SuperCYP,show reference,show interactions,show drug info
Fluconazole , 1A2,inhibitor ,,SuperCYP,show reference,show interactions,show drug info
Flunarizine , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Flunitrazepam , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Fluorouracil , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Fluoxetine , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Fluoxetine , 1A2,inhibitor ,,SuperCYP,show reference,show interactions,show drug info
Fluoxetine , 1A2,substrate ,,SuperCYP,show reference,show interactions,show drug info
Fluphenazine , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Fluphenazine , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Flutamide , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Flutamide , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Flutamide , 1A2,inhibitor ,,SuperCYP,show reference,show interactions,show drug info
Flutamide , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Fluvastatin , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Fluvastatin , 1A2,inhibitor ,,SuperCYP,show reference,show interactions,show drug info
Fluvoxamine , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Fluvoxamine , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Fluvoxamine , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Fluvoxamine , 1A2,substrate ,,SuperCYP,show reference,show interactions,show drug info
Fluvoxamine , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Frovatriptan , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Frovatriptan , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Gemfibrozil , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Granisetron , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Griseofulvin , 1A2,inducer ,,SuperCYP,show reference,show interactions,show drug info
Griseofulvin , 1A2,inducer ,,SuperCYP,show reference,show interactions,show drug info
Griseofulvin , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Guaiazulen , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Guajazulen , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Haloperidol , 1A2,substrate ,,SuperCYP,show reference,show interactions,show drug info
Hexobarbital , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Hydrochloric acid , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Idebenone , 1A2,substrate ,,SuperCYP,show reference,show interactions,show drug info
Imatinib , 1A2,substrate ,,SuperCYP,show reference,show interactions,show drug info
Imipramine , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Imipramine , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Imipramine , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Imipramine oxide , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Imiquimod , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Imiquimod , 1A2,substrate ,,SuperCYP,show reference,show interactions,show drug info
Insulin (beef) , 1A2,inducer ,human ,SuperCYP,show reference,show interactions,show drug info
Insulin (human) , 1A2,inducer ,human ,SuperCYP,show reference,show interactions,show drug info
Insulin (pork) , 1A2,inducer ,human ,SuperCYP,show reference,show interactions,show drug info
Ipriflavone , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Ipriflavone , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Ipriflavone , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Irbesartan , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Isoniazid , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Isoniazid , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Ketoconazole , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Ketoconazole , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Lansoprazole , 1A2,inducer ,human ,SuperCYP,show reference,show interactions,show drug info
Lansoprazole , 1A2,inducer ,human ,SuperCYP,show reference,show interactions,show drug info
Levobupivacaine , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Levofloxacin , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Levothyroxine sodium , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Lidocain , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Lidocain , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Lidocain , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Lidocain , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Lidocaine , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Lidocaine , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Lidocaine , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Lidocaine , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Lomefloxacin , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Lomefloxacin , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Lomefloxacin , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Lopinavir , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Losartan , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Losartan , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Lumiracoxib , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Malathion , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Malathion , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Maprotiline , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Meclozin , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Meclozine , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Medrysone , 1A2,inhibitor ,,SuperCYP,show reference,show interactions,show drug info
Melatonin , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Melatonin , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Menadione , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Methadone , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Methadone , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Methoxsalen , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Methoxsalen , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Methoxyflurane , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Methyldopa (levorotatory) , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Methyldopa (racemic) , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Mexiletine , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Mexiletine , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Mexiletine , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Mianserin , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Mibefradil , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Miconazole , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Miconazole , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Mirtazapine , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Mirtazapine , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Mitobronitol , 1A2,inducer ,human ,SuperCYP,show reference,show interactions,show drug info
Mitomycin , 1A2,inducer ,rat ,SuperCYP,show reference,show interactions,show drug info
Moclobemide , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Moclobemide , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Modafinil , 1A2,inducer ,human ,SuperCYP,show reference,show interactions,show drug info
Modafinil , 1A2,inducer ,human ,SuperCYP,show reference,show interactions,show drug info
Modafinil , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Moracizine , 1A2,inhibitor ,mouse ,SuperCYP,show reference,show interactions,show drug info
Nabumetone , 1A2,substrate ,,SuperCYP,show reference,show interactions,show drug info
Naproxen , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Naproxen , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Nelfinavir , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Nevirapine , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Niclosamide , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Niclosamide , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Nicotinamide , 1A2,inducer ,mouse ,SuperCYP,show reference,show interactions,show drug info
Nicotine , 1A2,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Nicotine , 1A2,inducer ,human ,SuperCYP,show reference,show interactions,show drug info
Nifedipine , 1A2,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
