Name,Name,Actions,Species,Database
Treprostinil, 2C9,substrate,Not Specified,DrugBank
Amlodipine, 2C9,inhibitor,Not Specified,DrugBank
Progesterone, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Sorafenib, 2C9,inhibitor,Not Specified,DrugBank
Eszopiclone, 2C9,substrate,Not Specified,DrugBank
Alprazolam, 2C9,substrate,Not Specified,DrugBank
Rosiglitazone, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Secobarbital, 2C9,inducer,Not Specified,DrugBank
Promazine, 2C9,substrate,Not Specified,DrugBank
Zolpidem, 2C9,substrate,Not Specified,DrugBank
Cerivastatin, 2C9,"inhibitor, inducer",Not Specified,DrugBank
Trimethoprim, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Teniposide, 2C9,inhibitor,Not Specified,DrugBank
Chloramphenicol, 2C9,inhibitor,Not Specified,DrugBank
Lansoprazole, 2C9,"substrate, inhibitor, inducer",Not Specified,DrugBank
Loratadine, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Quinine, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Tenoxicam, 2C9,substrate,Not Specified,DrugBank
Dronabinol, 2C9,substrate,Not Specified,DrugBank
Montelukast, 2C9,substrate,Not Specified,DrugBank
Fluoxetine, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Celecoxib, 2C9,substrate,Not Specified,DrugBank
Zidovudine, 2C9,substrate,Not Specified,DrugBank
Cimetidine, 2C9,inhibitor,Not Specified,DrugBank
Haloperidol, 2C9,substrate,Not Specified,DrugBank
Ritonavir, 2C9,"inhibitor, inducer",Not Specified,DrugBank
Dextromethorphan, 2C9,substrate,Not Specified,DrugBank
Cisplatin, 2C9,inhibitor,Not Specified,DrugBank
Cyclophosphamide, 2C9,"substrate, inducer",Not Specified,DrugBank
Mephenytoin, 2C9,substrate,Not Specified,DrugBank
Rofecoxib, 2C9,substrate,Not Specified,DrugBank
Nortriptyline, 2C9,substrate,Not Specified,DrugBank
Fluorouracil, 2C9,inhibitor,Not Specified,DrugBank
Zafirlukast, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Piroxicam, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Bosentan, 2C9,"substrate, inducer",Not Specified,DrugBank
Carbamazepine, 2C9,inducer,Not Specified,DrugBank
Cinnarizine, 2C9,substrate,Not Specified,DrugBank
Sulfamethizole, 2C9,inhibitor,Not Specified,DrugBank
Valdecoxib, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Voriconazole, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Diclofenac, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Medroxyprogesterone Acetate, 2C9,inhibitor,Not Specified,DrugBank
Cisapride, 2C9,substrate,Not Specified,DrugBank
Amodiaquine, 2C9,inhibitor,Not Specified,DrugBank
Paramethadione, 2C9,substrate,Not Specified,DrugBank
Imatinib, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Nicardipine, 2C9,"inhibitor, inducer",Not Specified,DrugBank
Testosterone, 2C9,substrate,Not Specified,DrugBank
Efavirenz, 2C9,inhibitor,Not Specified,DrugBank
Simvastatin, 2C9,"inhibitor, inducer",Not Specified,DrugBank
Dextropropoxyphene, 2C9,inhibitor,Not Specified,DrugBank
Estrone, 2C9,substrate,Not Specified,DrugBank
Verapamil, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Nilutamide, 2C9,inhibitor,Not Specified,DrugBank
Histamine Phosphate, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Epinephrine, 2C9,inhibitor,Not Specified,DrugBank
Chlorpropamide, 2C9,substrate,Not Specified,DrugBank
Aprepitant, 2C9,"inhibitor, inducer",Not Specified,DrugBank
Tamoxifen, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Losartan, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Thioridazine, 2C9,inhibitor,Not Specified,DrugBank
Warfarin, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Amprenavir, 2C9,substrate,Not Specified,DrugBank
Methazolamide, 2C9,inhibitor,Not Specified,DrugBank
Delavirdine, 2C9,inhibitor,Not Specified,DrugBank
Flurbiprofen, 2C9,substrate,Not Specified,DrugBank
Paroxetine, 2C9,inhibitor,Not Specified,DrugBank
Trimipramine, 2C9,substrate,Not Specified,DrugBank
Nateglinide, 2C9,substrate,Not Specified,DrugBank
Zileuton, 2C9,substrate,Not Specified,DrugBank
Modafinil, 2C9,"inhibitor, inducer",Not Specified,DrugBank
Carbinoxamine, 2C9,substrate,Not Specified,DrugBank
Etodolac, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Tranylcypromine, 2C9,inhibitor,Not Specified,DrugBank
Tretinoin, 2C9,substrate,Not Specified,DrugBank
Dolasetron, 2C9,substrate,Not Specified,DrugBank
Clopidogrel, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Methimazole, 2C9,inhibitor,Not Specified,DrugBank
Estradiol, 2C9,substrate,Not Specified,DrugBank
Mefenamic acid, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Naproxen, 2C9,substrate,Not Specified,DrugBank
Primidone, 2C9,inducer,Not Specified,DrugBank
Candesartan, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Phenylbutazone, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Meloxicam, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Propofol, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Disulfiram, 2C9,inhibitor,Not Specified,DrugBank
Diazepam, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Brompheniramine, 2C9,substrate,Not Specified,DrugBank
Donepezil, 2C9,substrate,Not Specified,DrugBank
Perphenazine, 2C9,substrate,Not Specified,DrugBank
Terbinafine, 2C9,substrate,Not Specified,DrugBank
Dorzolamide, 2C9,substrate,Not Specified,DrugBank
Suprofen, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Eprosartan, 2C9,inhibitor,Not Specified,DrugBank
Sulfapyridine, 2C9,inhibitor,Not Specified,DrugBank
Triazolam, 2C9,inhibitor,Not Specified,DrugBank
Ethanol, 2C9,inhibitor,Not Specified,DrugBank
Ondansetron, 2C9,substrate,Not Specified,DrugBank
Cocaine, 2C9,inhibitor,Not Specified,DrugBank
Quinidine, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Metronidazole, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Buprenorphine, 2C9,substrate,Not Specified,DrugBank
Salicylic acid, 2C9,substrate,Not Specified,DrugBank
Zalcitabine, 2C9,substrate,Not Specified,DrugBank
Acetylsalicylic acid, 2C9,substrate,Not Specified,DrugBank
Phenprocoumon, 2C9,substrate,Not Specified,DrugBank
Isoniazid, 2C9,inhibitor,Not Specified,DrugBank
Desloratadine, 2C9,inhibitor,Not Specified,DrugBank
Alosetron, 2C9,substrate,Not Specified,DrugBank
Azelastine, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Formoterol, 2C9,substrate,Not Specified,DrugBank
Dopamine, 2C9,substrate,Not Specified,DrugBank
Oxaprozin, 2C9,substrate,Not Specified,DrugBank
Tioconazole, 2C9,inhibitor,Not Specified,DrugBank
Ketoprofen, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Sulfamethoxazole, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Glyburide, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Guanfacine, 2C9,substrate,Not Specified,DrugBank
Felodipine, 2C9,inhibitor,Not Specified,DrugBank
Ketoconazole, 2C9,inhibitor,Not Specified,DrugBank
Methoxyflurane, 2C9,substrate,Not Specified,DrugBank
Irbesartan, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Probenecid, 2C9,inhibitor,Not Specified,DrugBank
Tolterodine, 2C9,substrate,Not Specified,DrugBank
Selegiline, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Fenofibrate, 2C9,inhibitor,Not Specified,DrugBank
Thalidomide, 2C9,substrate,Not Specified,DrugBank
Rifampicin, 2C9,"substrate, inducer",Not Specified,DrugBank
Ibuprofen, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Melatonin, 2C9,substrate,Not Specified,DrugBank
Glipizide, 2C9,substrate,Not Specified,DrugBank
Promethazine, 2C9,inhibitor,Not Specified,DrugBank
Atazanavir, 2C9,substrate,Not Specified,DrugBank
Diphenhydramine, 2C9,substrate,Not Specified,DrugBank
Atorvastatin, 2C9,"inhibitor, inducer",Not Specified,DrugBank
Tegaserod, 2C9,inhibitor,Not Specified,DrugBank
Fluvastatin, 2C9,"substrate, inhibitor, inducer",Not Specified,DrugBank
Leflunomide, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Rosuvastatin, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Capecitabine, 2C9,inhibitor,Not Specified,DrugBank
Sertraline, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Miconazole, 2C9,inhibitor,Not Specified,DrugBank
Nifedipine, 2C9,"inhibitor, inducer",Not Specified,DrugBank
Atovaquone, 2C9,inhibitor,Not Specified,DrugBank
Amiodarone, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Gliclazide, 2C9,substrate,Not Specified,DrugBank
Tolbutamide, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Bicalutamide, 2C9,inhibitor,Not Specified,DrugBank
Rabeprazole, 2C9,inhibitor,Not Specified,DrugBank
Proguanil, 2C9,substrate,Not Specified,DrugBank
Pioglitazone, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Carvedilol, 2C9,substrate,Not Specified,DrugBank
Sulfinpyrazone, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Doxepin, 2C9,substrate,Not Specified,DrugBank
Diclofenamide, 2C9,inducer,Not Specified,DrugBank
Thiamylal, 2C9,substrate,Not Specified,DrugBank
Bupropion, 2C9,substrate,Not Specified,DrugBank
Halothane, 2C9,substrate,Not Specified,DrugBank
Moclobemide, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Phenobarbital, 2C9,"substrate, inducer",Not Specified,DrugBank
Cyclizine, 2C9,inhibitor,Not Specified,DrugBank
Idarubicin, 2C9,substrate,Not Specified,DrugBank
Ifosfamide, 2C9,"substrate, inducer",Not Specified,DrugBank
Propafenone, 2C9,inhibitor,Not Specified,DrugBank
Dexfenfluramine, 2C9,inhibitor,Not Specified,DrugBank
Flecainide, 2C9,inhibitor,Not Specified,DrugBank
Zopiclone, 2C9,substrate,Not Specified,DrugBank
Rifapentine, 2C9,inducer,Not Specified,DrugBank
Anastrozole, 2C9,inhibitor,Not Specified,DrugBank
Ketamine, 2C9,substrate,Not Specified,DrugBank
Paclitaxel, 2C9,substrate,Not Specified,DrugBank
Saquinavir, 2C9,inhibitor,Not Specified,DrugBank
Dexamethasone, 2C9,inducer,Not Specified,DrugBank
Epoprostenol, 2C9,substrate,Not Specified,DrugBank
Gemfibrozil, 2C9,inhibitor,Not Specified,DrugBank
Arformoterol, 2C9,substrate,Not Specified,DrugBank
Lumiracoxib, 2C9,substrate,Not Specified,DrugBank
Fosphenytoin, 2C9,"substrate, inducer",Not Specified,DrugBank
Hexobarbital, 2C9,substrate,Not Specified,DrugBank
Mestranol, 2C9,substrate,Not Specified,DrugBank
Troleandomycin, 2C9,,Not Specified,DrugBank
Ginkgo biloba, 2C9,inhibitor,Not Specified,DrugBank
Colchicine, 2C9,"inhibitor, inducer",Not Specified,DrugBank
Pranlukast, 2C9,inhibitor,Not Specified,DrugBank
Acenocoumarol, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Aminophenazone, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Antipyrine, 2C9,substrate,Not Specified,DrugBank
Flunitrazepam, 2C9,substrate,Not Specified,DrugBank
Quazepam, 2C9,substrate,Not Specified,DrugBank
Lopinavir, 2C9,inhibitor,Not Specified,DrugBank
Etoricoxib, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Rutin, 2C9,inhibitor,Not Specified,DrugBank
4-Hydroxy-3-[(1s)-3-Oxo-1-Phenylbutyl]-2h-Chromen-2-One, 2C9,,Not Specified,DrugBank
4-Hydroxy-3-[(1s)-3-Oxo-1-Phenylbutyl]-2h-Chromen-2-One, 2C9,,Not Specified,DrugBank
Heme C, 2C9,,Not Specified,DrugBank
Phenacetin, 2C9,substrate,Not Specified,DrugBank
Arachidonic Acid, 2C9,substrate,Not Specified,DrugBank
Estropipate, 2C9,inducer,Not Specified,DrugBank
Licofelone, 2C9,substrate,Not Specified,DrugBank
Ticrynafen, 2C9,,Not Specified,DrugBank
Flunarizine, 2C9,substrate,Not Specified,DrugBank
Dexloxiglumide, 2C9,,Not Specified,DrugBank
Nilotinib, 2C9,inhibitor,Not Specified,DrugBank
Ximelagatran, 2C9,substrate,Not Specified,DrugBank
Clevidipine, 2C9,inhibitor,Not Specified,DrugBank
Ospemifene, 2C9,substrate,Not Specified,DrugBank
Trabectedin, 2C9,substrate,Not Specified,DrugBank
Sulfadimethoxine, 2C9,inhibitor,Not Specified,DrugBank
Tapentadol, 2C9,substrate,Not Specified,DrugBank
Prasugrel, 2C9,substrate,Not Specified,DrugBank
Sitaxentan, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Dapagliflozin, 2C9,substrate,Not Specified,DrugBank
Armodafinil, 2C9,inhibitor,Not Specified,DrugBank
Etravirine, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Agomelatine, 2C9,inhibitor,Not Specified,DrugBank
Apixaban, 2C9,substrate,Not Specified,DrugBank
Artemether, 2C9,substrate,Not Specified,DrugBank
Nilvadipine, 2C9,inhibitor,Not Specified,DrugBank
Lornoxicam, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Sulfaphenazole, 2C9,inhibitor,Not Specified,DrugBank
Ketobemidone, 2C9,substrate,Not Specified,DrugBank
Gavestinel, 2C9,substrate,Not Specified,DrugBank
Niclosamide, 2C9,substrate,Not Specified,DrugBank
Sulconazole, 2C9,inhibitor,Not Specified,DrugBank
Parecoxib, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Sulfamoxole, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Vismodegib, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Pitavastatin, 2C9,substrate,Not Specified,DrugBank
Cabozantinib, 2C9,substrate,Not Specified,DrugBank
Regorafenib, 2C9,inhibitor,Not Specified,DrugBank
Enzalutamide, 2C9,inducer,Not Specified,DrugBank
Netupitant, 2C9,substrate,Not Specified,DrugBank
Olodaterol, 2C9,substrate,Not Specified,DrugBank
Lumacaftor, 2C9,"inhibitor, inducer",Not Specified,DrugBank
,,,Not Specified,DrugBank
Name, 26A1,Actions,Not Specified,DrugBank
Vitamin A, 26A1,inducer,Not Specified,DrugBank
Acitretin, 26A1,substrate,Not Specified,DrugBank
Etretinate, 26A1,substrate,Not Specified,DrugBank
Ketoconazole, 26A1,inhibitor,Not Specified,DrugBank
,,,Not Specified,DrugBank
Name, 3A4,Actions,Not Specified,DrugBank
Aldesleukin, 3A4,inhibitor,Not Specified,DrugBank
Pegvisomant, 3A4,inducer,Not Specified,DrugBank
Cyclosporine, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Calcitriol, 3A4,"substrate, inducer",Not Specified,DrugBank
Ergocalciferol, 3A4,substrate,Not Specified,DrugBank
Cholecalciferol, 3A4,substrate,Not Specified,DrugBank
Pravastatin, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Fluvoxamine, 3A4,inhibitor,Not Specified,DrugBank
Flunisolide, 3A4,substrate,Not Specified,DrugBank
Nicotine, 3A4,substrate,Not Specified,DrugBank
Cevimeline, 3A4,substrate,Not Specified,DrugBank
Bortezomib, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Tramadol, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Fluconazole, 3A4,inhibitor,Not Specified,DrugBank
Troglitazone, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Erythromycin, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Erythromycin, 3A4,,Not Specified,DrugBank
Caffeine, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Sildenafil, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Dofetilide, 3A4,substrate,Not Specified,DrugBank
Azithromycin, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Azithromycin, 3A4,,Not Specified,DrugBank
Ticlopidine, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Pantoprazole, 3A4,"substrate, inducer",Not Specified,DrugBank
Citalopram, 3A4,substrate,Not Specified,DrugBank
Eletriptan, 3A4,"substrate, inducer",Not Specified,DrugBank
Nelfinavir, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Indinavir, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Lovastatin, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Temazepam, 3A4,substrate,Not Specified,DrugBank
Reboxetine, 3A4,substrate,Not Specified,DrugBank
Nevirapine, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Oxiconazole, 3A4,inducer,Not Specified,DrugBank
Alclometasone, 3A4,"substrate, inducer",Not Specified,DrugBank
Ranolazine, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Ziprasidone, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Cabergoline, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Dapsone, 3A4,substrate,Not Specified,DrugBank
Phenytoin, 3A4,"substrate, inducer",Not Specified,DrugBank
Doxycycline, 3A4,inhibitor,Not Specified,DrugBank
Diethylstilbestrol, 3A4,inhibitor,Not Specified,DrugBank
Clotrimazole, 3A4,"inhibitor, inducer",Not Specified,DrugBank
Sulfanilamide, 3A4,inhibitor,Not Specified,DrugBank
Ropinirole, 3A4,substrate,Not Specified,DrugBank
Isradipine, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Topiramate, 3A4,inducer,Not Specified,DrugBank
Theophylline, 3A4,substrate,Not Specified,DrugBank
Argatroban, 3A4,substrate,Not Specified,DrugBank
Disopyramide, 3A4,substrate,Not Specified,DrugBank
Lidocaine, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Clemastine, 3A4,inhibitor,Not Specified,DrugBank
Venlafaxine, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Conjugated Estrogens, 3A4,substrate,Not Specified,DrugBank
Atomoxetine, 3A4,inhibitor,Not Specified,DrugBank
Etonogestrel, 3A4,substrate,Not Specified,DrugBank
Morphine, 3A4,substrate,Not Specified,DrugBank
Ropivacaine, 3A4,substrate,Not Specified,DrugBank
Bupivacaine, 3A4,substrate,Not Specified,DrugBank
Flucloxacillin, 3A4,inducer,Not Specified,DrugBank
Bexarotene, 3A4,"substrate, inducer",Not Specified,DrugBank
Vindesine, 3A4,substrate,Not Specified,DrugBank
Pentobarbital, 3A4,inducer,Not Specified,DrugBank
Valproic Acid, 3A4,inhibitor,Not Specified,DrugBank
Acetaminophen, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Gefitinib, 3A4,substrate,Not Specified,DrugBank
Codeine, 3A4,substrate,Not Specified,DrugBank
Dihydroergotamine, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Amitriptyline, 3A4,substrate,Not Specified,DrugBank
Fluorometholone, 3A4,"substrate, inducer",Not Specified,DrugBank
Hydromorphone, 3A4,substrate,Not Specified,DrugBank
Ipratropium bromide, 3A4,substrate,Not Specified,DrugBank
Methadone, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Olanzapine, 3A4,inhibitor,Not Specified,DrugBank
Pimecrolimus, 3A4,substrate,Not Specified,DrugBank
Omeprazole, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Pyrazinamide, 3A4,substrate,Not Specified,DrugBank
Terfenadine, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Diltiazem, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Alfuzosin, 3A4,substrate,Not Specified,DrugBank
Trimethadione, 3A4,substrate,Not Specified,DrugBank
Clobazam, 3A4,substrate,Not Specified,DrugBank
Methylergometrine, 3A4,inhibitor,Not Specified,DrugBank
Chlorzoxazone, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Aminoglutethimide, 3A4,inducer,Not Specified,DrugBank
Mefloquine, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Sulfadiazine, 3A4,substrate,Not Specified,DrugBank
Vinorelbine, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Clozapine, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Grepafloxacin, 3A4,substrate,Not Specified,DrugBank
Levonorgestrel, 3A4,substrate,Not Specified,DrugBank
Mirtazapine, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Palonosetron, 3A4,substrate,Not Specified,DrugBank
Mexiletine, 3A4,substrate,Not Specified,DrugBank
Amlodipine, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Digoxin, 3A4,substrate,Not Specified,DrugBank
Nimodipine, 3A4,substrate,Not Specified,DrugBank
Progesterone, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Sorafenib, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Griseofulvin, 3A4,inducer,Not Specified,DrugBank
Nisoldipine, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Eszopiclone, 3A4,substrate,Not Specified,DrugBank
Alprazolam, 3A4,substrate,Not Specified,DrugBank
Promazine, 3A4,substrate,Not Specified,DrugBank
Zolpidem, 3A4,substrate,Not Specified,DrugBank
Famciclovir, 3A4,substrate,Not Specified,DrugBank
Prochlorperazine, 3A4,substrate,Not Specified,DrugBank
Nitric Oxide, 3A4,inhibitor,Not Specified,DrugBank
Cerivastatin, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Trimethoprim, 3A4,substrate,Not Specified,DrugBank
Betamethasone, 3A4,inhibitor,Not Specified,DrugBank
Teniposide, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Chloramphenicol, 3A4,inhibitor,Not Specified,DrugBank
Lansoprazole, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Levothyroxine, 3A4,substrate,Not Specified,DrugBank
Pethidine, 3A4,substrate,Not Specified,DrugBank
Loratadine, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Imipramine, 3A4,substrate,Not Specified,DrugBank
Quinine, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Dronabinol, 3A4,substrate,Not Specified,DrugBank
Montelukast, 3A4,substrate,Not Specified,DrugBank
Fluoxetine, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Chlordiazepoxide, 3A4,substrate,Not Specified,DrugBank
Chlorpromazine, 3A4,substrate,Not Specified,DrugBank
Raloxifene, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Celecoxib, 3A4,substrate,Not Specified,DrugBank
Dicloxacillin, 3A4,inducer,Not Specified,DrugBank
Buspirone, 3A4,substrate,Not Specified,DrugBank
Zidovudine, 3A4,substrate,Not Specified,DrugBank
Darifenacin, 3A4,substrate,Not Specified,DrugBank
Oxycodone, 3A4,substrate,Not Specified,DrugBank
Flutamide, 3A4,substrate,Not Specified,DrugBank
Cimetidine, 3A4,inhibitor,Not Specified,DrugBank
Haloperidol, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Ritonavir, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Dextromethorphan, 3A4,substrate,Not Specified,DrugBank
Albendazole, 3A4,substrate,Not Specified,DrugBank
Caspofungin, 3A4,inhibitor,Not Specified,DrugBank
Lercanidipine, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Erlotinib, 3A4,substrate,Not Specified,DrugBank
Cyclophosphamide, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Rofecoxib, 3A4,"substrate, inducer",Not Specified,DrugBank
Ciprofloxacin, 3A4,inhibitor,Not Specified,DrugBank
Toremifene, 3A4,substrate,Not Specified,DrugBank
Nortriptyline, 3A4,substrate,Not Specified,DrugBank
Vincristine, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Pyridostigmine, 3A4,inducer,Not Specified,DrugBank
Adinazolam, 3A4,substrate,Not Specified,DrugBank
Zafirlukast, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Methoxsalen, 3A4,substrate,Not Specified,DrugBank
Bosentan, 3A4,"substrate, inducer",Not Specified,DrugBank
Carbamazepine, 3A4,"substrate, inducer",Not Specified,DrugBank
Cephalexin, 3A4,substrate,Not Specified,DrugBank
Vinblastine, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Propranolol, 3A4,substrate,Not Specified,DrugBank
Clonidine, 3A4,substrate,Not Specified,DrugBank
Valdecoxib, 3A4,substrate,Not Specified,DrugBank
Voriconazole, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Enalapril, 3A4,substrate,Not Specified,DrugBank
Diclofenac, 3A4,substrate,Not Specified,DrugBank
Fluticasone Propionate, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Lisuride, 3A4,substrate,Not Specified,DrugBank
Ethosuximide, 3A4,substrate,Not Specified,DrugBank
Thiopental, 3A4,inhibitor,Not Specified,DrugBank
Ivermectin, 3A4,substrate,Not Specified,DrugBank
Medroxyprogesterone Acetate, 3A4,"substrate, inducer",Not Specified,DrugBank
Cisapride, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Nafcillin, 3A4,inducer,Not Specified,DrugBank
Chloroquine, 3A4,substrate,Not Specified,DrugBank
Bisoprolol, 3A4,substrate,Not Specified,DrugBank
Rifabutin, 3A4,"substrate, inducer",Not Specified,DrugBank
Paramethadione, 3A4,substrate,Not Specified,DrugBank
Imatinib, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Triamcinolone, 3A4,substrate,Not Specified,DrugBank
Nicardipine, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Testosterone, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Efavirenz, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Clorazepate, 3A4,substrate,Not Specified,DrugBank
Prednisone, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Clofibrate, 3A4,"substrate, inducer",Not Specified,DrugBank
Astemizole, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Simvastatin, 3A4,"substrate, inhibitorinducer",Not Specified,DrugBank
Mebendazole, 3A4,substrate,Not Specified,DrugBank
Dextropropoxyphene, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Estrone, 3A4,substrate,Not Specified,DrugBank
Trazodone, 3A4,substrate,Not Specified,DrugBank
Verapamil, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Histamine Phosphate, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Epinephrine, 3A4,inhibitor,Not Specified,DrugBank
Aprepitant, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Galantamine, 3A4,substrate,Not Specified,DrugBank
Tamoxifen, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Losartan, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Warfarin, 3A4,substrate,Not Specified,DrugBank
Midazolam, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Mycophenolate mofetil, 3A4,substrate,Not Specified,DrugBank
Flurazepam, 3A4,substrate,Not Specified,DrugBank
Daunorubicin, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Ergotamine, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Eplerenone, 3A4,substrate,Not Specified,DrugBank
Amprenavir, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Methazolamide, 3A4,inhibitor,Not Specified,DrugBank
Delavirdine, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Tamsulosin, 3A4,substrate,Not Specified,DrugBank
